order_id,customer_id,order_date,amount
110,13987,2024-10-05,142.6
111,61859,2025-08-05,271.83
112,12667,2025-02-18,372.12
113,38661,2026-02-20,409.22
114,3562,2025-09-04,54.79
115,26855,2026-01-09,60.65
116,64506,2024-09-30,566.2
117,52252,2024-09-06,368.9
118,22663,2026-01-05,295.72
119,8393,2024-10-12,392.49
120,30536,2025-01-04,455.85
121,78604,2025-07-02,554.36
122,52257,2025-03-06,827.06
123,89136,2024-11-20,627.01
124,35223,2025-02-14,614.93
125,77374,2024-11-06,137.38
126,79576,2026-01-09,105.71
127,96355,2025-01-15,379.47
128,84652,2026-03-11,986.92
129,63336,2024-12-03,562.25
130,10966,2024-06-29,371.95
131,24539,2026-03-21,152.82
132,70593,2025-04-08,606.44
133,98019,2025-09-24,407.37
134,8111,2025-12-06,49.85
135,79310,2026-03-05,48.52
136,27267,2024-09-03,716.46
137,52993,2024-08-21,805.93
138,82949,2026-05-20,524.14
139,98807,2024-07-31,157.45
140,6911,2025-12-15,894.2
141,90983,2025-07-23,148.38
142,207,2024-10-12,932.06
143,87055,2025-03-18,325.34
144,87898,2026-03-06,399.03
145,23420,2026-03-02,620.34
146,50637,2025-07-11,844.18
147,50016,2025-04-15,597.79
148,54269,2025-07-06,512.24
149,87940,2025-11-20,514.62
150,18142,2024-08-10,494.95
151,80357,2024-07-16,567.3
152,71911,2026-03-09,480.14
153,56045,2025-11-21,26.47
154,67215,2024-09-17,337.93
155,33828,2025-03-24,118.51
156,55821,2026-05-04,422.37
157,62624,2025-10-08,314.6
158,81735,2026-03-01,899.78
159,75451,2026-05-07,873.38
160,93427,2025-09-24,632.97
161,22300,2025-05-22,600.94
162,43586,2025-09-19,272.88
163,64045,2026-02-06,659.04
164,42558,2024-09-11,972.34
165,49081,2024-12-09,582.69
166,2694,2024-12-27,235.27
167,95004,2025-03-15,60.84
168,95260,2024-12-27,485.64
169,69164,2025-06-07,528.99
170,25940,2026-05-17,723.97
171,48926,2025-06-21,776.86
172,42942,2025-06-06,386.39
173,21835,2026-04-04,823.44
174,18048,2024-09-27,249.77
175,26106,2025-05-13,576.84
176,75767,2026-03-01,703.52
177,15708,2025-03-09,198.88
178,21977,2025-06-24,446.63
179,44263,2025-05-09,424.59
180,23777,2024-07-30,418.83
181,30081,2025-10-31,211.85
182,66843,2025-02-06,506.8
183,61374,2024-09-22,615.36
184,6777,2026-04-16,476.89
185,92788,2024-10-27,849.89
186,55017,2024-11-07,730.13
187,9475,2025-01-04,708.72
188,58054,2024-12-03,523.5
189,21960,2024-05-25,565.28
190,5531,2026-03-20,998.14
191,94857,2024-12-28,483.59
192,3749,2024-07-01,383.06
193,97505,2026-04-21,957.12
194,98099,2025-12-21,465.07
195,13546,2026-02-19,537.8
196,66200,2025-09-23,550.81
197,34767,2025-01-20,679.11
198,73531,2024-05-30,868.98
199,93558,2025-01-06,683.94
200,61088,2024-09-18,805.62
201,95840,2025-05-23,271.72
202,68841,2025-05-08,489.34
203,54385,2026-01-16,957.76
204,51006,2024-10-10,286.22
205,46577,2025-04-04,305.51
206,39354,2026-02-10,942.07
207,62004,2025-04-21,982.44
208,83212,2025-10-25,773.46
209,52734,2025-01-24,707.85
210,65319,2024-10-10,693.34
211,89475,2024-07-16,494.11
212,23665,2026-02-06,485.01
213,67173,2025-12-16,564.88
214,85617,2025-06-04,935.14
215,93265,2024-06-25,724.45
216,26737,2024-06-19,294.91
217,94210,2024-06-21,577.74
218,855,2026-04-14,547.76
219,90085,2024-08-10,896.8
220,38624,2025-09-13,400.59
221,7393,2026-03-17,351.68
222,55681,2025-09-30,775.33
223,46718,2024-07-04,155.01
224,87093,2026-03-04,51.65
225,50860,2025-10-14,955.76
226,26310,2024-10-25,88.24
227,87456,2025-04-16,924.77
228,63735,2024-09-03,659.41
229,70468,2025-02-27,749.87
230,52663,2024-11-15,221.85
231,98507,2024-12-29,829.67
232,12689,2026-05-03,278.42
233,25343,2025-12-25,566.4
234,37158,2026-01-03,278.91
235,67864,2024-09-25,118.13
236,52084,2026-03-21,743.48
237,65734,2024-09-06,246.89
238,89046,2025-04-11,60.26
239,34699,2025-06-12,906.13
240,80624,2024-08-02,233.41
241,22672,2024-11-01,240.51
242,25185,2024-10-24,109.2
243,93385,2025-02-18,336.99
244,42108,2024-10-16,477.68
245,86203,2025-11-19,684.38
246,51664,2024-09-01,146.09
247,15709,2025-12-31,964.87
248,91907,2025-04-05,978.13
249,49812,2026-04-21,166.36
250,2812,2026-03-24,656.36
251,56251,2025-11-23,881.84
252,72083,2024-06-08,480.94
253,34755,2025-06-13,654.03
254,95743,2025-04-02,758.35
255,11412,2025-12-12,294.37
256,2912,2024-05-25,292.56
257,67271,2025-07-11,68.57
258,83764,2026-01-19,771.04
259,8681,2025-07-11,655.78
260,84897,2025-09-04,239.9
261,83880,2026-03-01,741.3
262,71296,2025-04-02,851.83
263,88615,2024-06-22,46.93
264,11112,2024-06-15,922.26
265,37505,2025-01-29,423.71
266,1803,2025-05-23,839.23
267,8156,2024-10-07,934.58
268,73657,2025-10-09,45.98
269,39385,2024-12-21,837.84
270,47255,2025-02-02,790.08
271,21919,2024-08-17,194.45
272,85982,2025-04-06,751.51
273,60714,2026-04-28,873.57
274,30307,2024-11-14,296.57
275,16647,2025-01-01,47.09
276,46844,2026-01-15,305.41
277,96602,2026-03-08,606.76
278,90736,2024-09-03,929.17
279,16372,2026-02-17,341.69
280,77372,2024-08-09,459.81
281,2050,2024-12-30,644.9
282,31617,2024-11-07,529.08
283,20933,2025-04-02,890.37
284,29856,2025-08-27,142.86
285,61435,2025-06-20,509.17
286,72695,2025-07-16,280.11
287,43017,2026-04-18,810.73
288,7401,2025-11-06,337.38
289,42643,2025-03-01,733.81
290,15152,2026-04-09,651.8
291,51408,2026-01-03,721.41
292,66691,2025-09-07,23.94
293,4500,2026-04-17,343.74
294,6296,2024-10-21,302.07
295,59041,2026-03-02,677.66
296,12184,2024-07-23,201.23
297,29300,2026-01-27,614.84
298,12875,2026-03-30,642.34
299,32712,2026-05-07,411.44
300,5540,2024-09-22,433.43
301,53352,2024-12-03,334.65
302,61268,2025-08-25,406.82
303,48355,2025-07-16,104.43
304,2558,2026-04-04,981.87
305,38361,2026-04-18,482.68
306,82019,2024-09-03,936.47
307,2201,2024-11-16,16.76
308,68498,2024-11-11,389.74
309,46976,2024-12-22,452.27
310,21358,2026-05-08,274.32
311,77506,2025-01-08,336.33
312,2870,2025-03-13,586.64
313,61136,2025-02-06,577.15
314,50109,2025-04-15,268.94
315,94180,2024-07-02,365.96
316,90273,2025-04-01,243.94
317,38468,2024-09-08,671.11
318,23329,2026-05-09,470.74
319,91413,2025-07-29,168.12
320,86832,2024-10-27,689.21
321,3988,2024-06-19,923.87
322,58872,2025-03-15,888.92
323,22400,2026-01-05,772.14
324,46215,2025-08-03,693.39
325,99523,2024-05-28,642.32
326,86417,2025-08-13,941.23
327,70272,2026-05-14,373.87
328,44065,2024-08-17,228.64
329,70092,2024-09-06,957.79
330,40819,2025-04-30,483.4
331,45526,2025-10-30,460.43
332,19831,2025-06-17,988.95
333,17430,2025-12-15,379.89
334,6894,2024-07-28,704.92
335,79910,2026-01-02,913.67
336,47334,2026-03-28,759.78
337,3437,2025-07-15,803.98
338,74291,2024-08-28,827.35
339,76214,2025-06-18,764.24
340,5896,2024-10-09,683.54
341,19739,2024-12-03,599.86
342,30747,2026-01-30,789.5
343,49378,2026-04-11,530.25
344,48405,2025-07-29,532.89
345,54046,2025-09-24,368.17
346,97889,2025-11-20,918.07
347,39791,2025-03-17,121.09
348,5601,2025-10-27,830.49
349,94661,2024-07-15,903.86
350,93180,2025-12-28,210.14
351,40765,2025-05-26,541.29
352,74544,2025-11-06,172.89
353,45715,2024-07-08,855.94
354,56836,2024-10-08,447.42
355,73745,2025-09-14,683.49
356,56492,2025-01-15,719.75
357,18590,2024-09-24,493.94
358,43485,2026-01-28,899.9
359,82990,2024-11-25,451.03
360,36213,2024-05-30,65.08
361,43526,2025-07-10,140.62
362,47203,2024-05-23,421.27
363,32636,2024-09-17,568.27
364,63209,2026-01-31,563.21
365,33829,2024-10-21,676.04
366,18712,2024-12-15,315.09
367,3421,2025-11-04,31.55
368,96753,2024-09-07,261.91
369,302,2025-04-17,12.99
370,45237,2025-06-24,225.72
371,66236,2024-06-14,82.3
372,54241,2025-02-22,429.46
373,65727,2025-06-18,703.38
374,10493,2026-02-04,545.75
375,6103,2025-05-17,69.65
376,50337,2024-10-05,895.28
377,85315,2025-04-07,986.28
378,26642,2025-02-13,477.35
379,34585,2024-11-26,294.22
380,32746,2024-06-21,188.18
381,23094,2024-11-18,144.07
382,66106,2024-11-27,645.11
383,51886,2025-11-18,732.0
384,36632,2026-04-03,964.14
385,72992,2025-03-08,380.72
386,4015,2024-06-11,892.42
387,11094,2025-04-10,454.05
388,18071,2025-06-12,917.94
389,35778,2025-03-03,383.72
390,56959,2024-10-17,89.45
391,82075,2025-05-17,964.5
392,10730,2026-02-18,875.81
393,99714,2024-06-06,141.66
394,45018,2025-03-06,861.68
395,66321,2025-10-30,127.45
396,27752,2026-05-09,992.92
397,78070,2026-03-22,399.13
398,54749,2026-01-13,136.07
399,5802,2025-04-26,978.94
400,19191,2025-08-19,836.47
401,49690,2025-05-15,758.62
402,50994,2025-09-12,978.71
403,29593,2024-11-14,468.37
404,10648,2026-02-27,721.9
405,8717,2026-03-11,429.89
406,88892,2024-06-20,385.48
407,87546,2025-04-19,237.37
408,89913,2026-03-30,466.02
409,70317,2025-01-16,163.57
410,2369,2024-11-25,196.6
411,77576,2026-02-04,876.46
412,6656,2025-03-01,767.84
413,70032,2025-04-27,41.9
414,76430,2025-08-08,663.6
415,91084,2025-10-24,618.77
416,87923,2025-12-14,936.88
417,55767,2026-03-23,890.15
418,13404,2025-02-14,248.26
419,32098,2024-10-18,76.62
420,78658,2025-12-13,598.0
421,10967,2025-06-29,451.98
422,99158,2025-11-19,675.3
423,93849,2025-11-15,873.49
424,52922,2024-11-28,252.29
425,49727,2026-02-16,53.79
426,50301,2024-08-14,444.57
427,22678,2025-02-23,544.36
428,55610,2026-02-27,756.84
429,96826,2026-05-13,778.3
430,56662,2024-05-27,148.73
431,31025,2025-12-08,993.55
432,70314,2026-02-07,241.82
433,53007,2025-10-23,917.23
434,95286,2025-08-16,580.35
435,15339,2025-07-28,581.7
436,68028,2024-10-08,774.81
437,92773,2024-06-09,820.2
438,80136,2025-03-21,244.53
439,19509,2024-12-24,877.5
440,3052,2025-10-11,985.84
441,48748,2025-05-30,526.04
442,87143,2025-08-07,419.42
443,87236,2025-02-02,282.4
444,54022,2025-11-30,561.15
445,66413,2024-07-15,595.75
446,58336,2025-12-18,737.86
447,56180,2026-01-13,183.38
448,32094,2025-04-07,681.96
449,69679,2025-02-05,560.29
450,80739,2025-10-01,56.42
451,39735,2024-09-04,350.97
452,72616,2025-11-28,646.88
453,73524,2025-10-05,387.34
454,94477,2025-10-28,529.22
455,17020,2025-03-16,699.35
456,83614,2025-05-01,414.18
457,91795,2026-03-28,306.89
458,86673,2024-11-14,192.04
459,73848,2025-04-27,542.55
460,82751,2025-11-02,248.56
461,79635,2025-04-18,233.09
462,28252,2024-05-27,858.97
463,25946,2025-12-11,152.91
464,90853,2025-07-19,468.39
465,32218,2024-12-25,67.05
466,8309,2025-10-30,418.55
467,5950,2026-03-28,422.34
468,51991,2024-06-07,534.69
469,1151,2024-12-31,394.53
470,89481,2026-03-01,262.45
471,74741,2025-12-25,336.96
472,66618,2024-10-22,88.28
473,94842,2024-07-12,455.29
474,16897,2024-06-04,377.37
475,46176,2025-02-17,540.28
476,7806,2025-08-06,831.11
477,5238,2025-03-04,61.02
478,20057,2025-12-07,383.4
479,45544,2025-01-02,608.92
480,56557,2025-11-05,49.15
481,3344,2024-12-22,82.06
482,13501,2024-05-26,806.6
483,53223,2025-02-22,591.71
484,29376,2025-08-18,674.74
485,9663,2025-01-24,224.85
486,16965,2025-06-22,216.8
487,59639,2026-03-09,907.96
488,73667,2025-10-28,310.16
489,85068,2026-04-06,909.9
490,67216,2026-01-03,219.69
491,69043,2025-02-02,198.12
492,13285,2025-06-28,744.06
493,72790,2024-06-25,749.41
494,84665,2025-03-09,756.79
495,93469,2026-02-01,915.3
496,61390,2025-06-21,698.67
497,9436,2025-10-03,706.73
498,54341,2025-12-10,402.67
499,44079,2025-10-25,246.94
500,78833,2026-04-29,328.4
501,51294,2025-09-03,290.23
502,95982,2024-10-20,471.59
503,78782,2025-04-13,652.23
504,60404,2025-01-08,315.34
505,29125,2024-12-15,366.05
506,95436,2025-08-12,883.98
507,43920,2025-04-14,471.34
508,35248,2024-12-24,804.79
509,94759,2026-02-20,725.19
510,91748,2024-09-18,764.01
511,62753,2024-11-23,327.03
512,56574,2025-08-13,211.1
513,59102,2024-07-18,319.79
514,26647,2026-05-18,55.26
515,23050,2024-12-08,865.44
516,79606,2026-03-20,743.84
517,98117,2024-07-05,26.06
518,97380,2024-09-28,557.78
519,68386,2024-09-15,588.19
520,40159,2025-02-13,722.81
521,65418,2025-09-29,302.24
522,23290,2025-02-14,204.23
523,9824,2025-02-03,237.72
524,60161,2025-07-09,574.09
525,41976,2025-08-29,253.27
526,9541,2025-03-04,555.14
527,16365,2024-11-01,944.03
528,4612,2026-01-01,344.19
529,27664,2026-01-12,765.73
530,51992,2024-06-30,493.73
531,57680,2025-09-14,726.32
532,30978,2024-10-10,742.2
533,94705,2025-07-20,466.22
534,49116,2025-07-14,735.44
535,91008,2026-04-18,358.65
536,88224,2026-03-20,148.56
537,60891,2026-01-12,551.08
538,66388,2026-05-09,192.21
539,18072,2025-01-31,890.47
540,59276,2025-07-01,990.42
541,72370,2025-10-28,957.66
542,11939,2024-12-02,528.7
543,35196,2025-08-06,840.68
544,91681,2024-09-04,83.59
545,4001,2024-06-16,819.82
546,70589,2025-07-17,58.03
547,93611,2026-03-08,16.32
548,97857,2025-04-11,146.12
549,38305,2025-06-21,634.39
550,69450,2024-12-27,77.29
551,82987,2024-11-12,159.52
552,89644,2024-09-25,226.53
553,20765,2025-10-15,461.45
554,86028,2025-04-21,69.85
555,38495,2025-10-11,641.35
556,3374,2025-10-11,934.56
557,12162,2026-01-15,913.62
558,97533,2026-02-10,662.69
559,92659,2024-11-17,25.57
560,27351,2024-12-23,536.89
561,93009,2024-08-03,417.23
562,94298,2025-09-03,26.56
563,25352,2024-07-01,724.97
564,88669,2025-02-01,540.38
565,15306,2024-06-08,293.82
566,75354,2025-04-29,507.19
567,76798,2024-12-02,700.88
568,65954,2026-04-03,436.27
569,57459,2024-10-14,940.31
570,20359,2025-03-04,187.47
571,3268,2025-03-21,918.87
572,82746,2025-03-25,529.14
573,89589,2025-02-01,248.56
574,38514,2025-12-06,623.58
575,26093,2025-06-10,259.89
576,11339,2026-02-18,360.9
577,413,2024-12-27,796.99
578,7544,2024-07-15,88.23
579,33497,2025-11-19,959.7
580,60693,2024-06-05,464.41
581,89085,2026-05-01,250.78
582,92921,2025-07-07,700.26
583,44426,2025-05-18,306.97
584,38757,2025-11-12,829.78
585,18889,2024-09-07,89.81
586,35736,2025-10-05,991.76
587,47296,2025-11-21,653.4
588,83043,2024-08-21,41.37
589,86000,2024-08-07,411.23
590,17956,2026-01-28,383.4
591,37842,2025-09-23,481.25
592,70641,2024-11-18,640.38
593,65511,2025-12-01,705.82
594,34912,2026-03-01,91.86
595,59032,2025-06-05,846.88
596,88727,2026-01-06,648.46
597,7358,2024-08-06,337.96
598,32480,2026-04-22,977.56
599,61477,2024-11-08,974.1
600,44812,2025-02-15,895.84
601,36209,2025-03-29,919.96
602,20151,2026-02-14,237.47
603,71181,2025-10-29,902.26
604,43287,2025-01-02,695.36
605,68451,2026-02-01,571.12
606,21353,2024-10-30,278.38
607,55070,2025-09-11,924.92
608,14398,2025-04-05,687.58
609,41556,2024-08-05,287.57
610,46960,2024-07-15,547.6
611,729,2026-04-07,661.53
612,50518,2025-05-04,187.56
613,66235,2026-05-18,851.92
614,39955,2026-05-02,25.5
615,47281,2025-07-23,215.09
616,79460,2025-04-06,152.75
617,16780,2024-09-20,822.48
618,63933,2025-12-06,822.69
619,72937,2025-08-17,929.59
620,24467,2025-06-22,306.28
621,36940,2025-05-10,568.32
622,69897,2024-09-18,571.03
623,35271,2025-09-02,850.95
624,59164,2024-12-16,680.26
625,82638,2025-02-18,545.16
626,51935,2024-10-23,390.01
627,64896,2024-10-05,742.35
628,32308,2025-12-20,792.59
629,54099,2025-07-19,692.42
630,60922,2025-02-20,87.64
631,5487,2024-07-15,748.0
632,8336,2025-01-21,352.4
633,86901,2024-07-12,106.71
634,89113,2025-11-07,239.82
635,97204,2026-03-01,85.26
636,11131,2025-07-31,609.12
637,87509,2024-09-23,617.73
638,60567,2026-03-19,599.65
639,66704,2025-01-01,969.23
640,27193,2025-03-02,333.11
641,1063,2024-12-27,637.78
642,84077,2025-07-03,785.71
643,89781,2025-04-13,456.04
644,21546,2024-10-18,235.86
645,21690,2024-12-30,557.51
646,11175,2024-12-20,381.67
647,88462,2025-07-16,193.88
648,9349,2026-05-16,590.02
649,23715,2025-02-13,386.27
650,38103,2025-01-10,774.45
651,74461,2025-07-14,302.43
652,89931,2025-09-05,253.99
653,6802,2024-09-19,82.77
654,72268,2025-11-30,275.29
655,48137,2024-08-25,386.2
656,23626,2025-04-14,786.05
657,82874,2026-04-11,162.73
658,72593,2024-06-07,395.73
659,77053,2025-06-09,367.09
660,44262,2025-09-08,100.61
661,1543,2025-10-15,943.53
662,21678,2025-12-19,450.29
663,46733,2025-11-16,763.73
664,50344,2024-06-24,111.21
665,39082,2024-06-11,96.42
666,62857,2025-05-01,436.67
667,93106,2025-12-16,561.42
668,88859,2024-08-21,517.32
669,19066,2025-05-13,112.26
670,83461,2025-12-04,98.72
671,88093,2025-12-10,558.68
672,54694,2025-09-30,600.96
673,26963,2026-01-25,786.59
674,28296,2026-05-22,865.08
675,13808,2025-08-11,22.22
676,42349,2025-11-17,419.67
677,26433,2026-03-22,781.38
678,83286,2025-07-07,727.6
679,91793,2024-11-27,563.94
680,57855,2025-03-01,992.8
681,40263,2024-06-17,250.32
682,37081,2026-05-03,525.89
683,1325,2025-04-01,688.46
684,91268,2025-05-09,177.81
685,35910,2026-01-08,276.23
686,89340,2026-02-20,275.72
687,19871,2024-11-23,154.48
688,34579,2025-01-09,175.54
689,72125,2026-01-28,283.2
690,26791,2026-03-16,306.75
691,25290,2025-12-05,784.84
692,55130,2024-08-28,367.51
693,93715,2025-03-16,944.78
694,94247,2024-09-07,723.69
695,15486,2025-05-09,500.84
696,44483,2024-11-26,620.5
697,86189,2025-10-24,463.28
698,4749,2025-11-03,144.13
699,86770,2024-08-18,16.7
700,9436,2025-09-03,401.74
701,3710,2026-05-13,843.2
702,30356,2025-02-16,386.09
703,55772,2025-03-07,863.58
704,57800,2025-05-06,445.82
705,13117,2024-08-01,436.31
706,25471,2025-03-15,825.3
707,42345,2026-02-15,654.53
708,42919,2025-09-25,598.45
709,52225,2025-07-13,307.43
710,39299,2025-09-14,607.18
711,80220,2025-09-11,698.34
712,61630,2026-02-17,484.22
713,66041,2025-05-30,185.86
714,99519,2025-08-25,404.26
715,99836,2025-09-23,325.95
716,28017,2025-10-27,737.53
717,23961,2024-12-12,636.57
718,33592,2025-06-05,968.09
719,82849,2026-04-22,784.15
720,67642,2025-04-05,332.63
721,36396,2025-01-26,287.5
722,22701,2025-03-29,788.01
723,34621,2025-09-11,371.37
724,20560,2024-09-22,932.75
725,93046,2025-12-31,207.8
726,93397,2024-10-14,997.29
727,61643,2026-01-11,188.13
728,76540,2024-09-11,769.94
729,21733,2024-09-06,36.65
730,91363,2026-04-09,729.94
731,30355,2024-12-06,943.55
732,13844,2026-03-21,217.55
733,71727,2025-06-02,799.71
734,17641,2025-07-25,832.97
735,52529,2025-06-30,78.47
736,38414,2026-02-08,849.31
737,52639,2025-03-13,797.1
738,52737,2025-12-30,676.25
739,68867,2026-01-12,147.79
740,19088,2026-02-12,309.8
741,41431,2026-01-31,260.15
742,24505,2025-09-06,162.6
743,7115,2026-03-31,428.9
744,78860,2025-07-26,383.22
745,99658,2025-01-18,454.58
746,10976,2025-02-07,601.95
747,11024,2024-08-13,586.42
748,21448,2025-10-13,539.02
749,90470,2024-12-27,924.26
750,23960,2025-01-31,870.94
751,66204,2026-03-19,424.12
752,29704,2026-05-16,46.4
753,9338,2024-10-05,968.74
754,46428,2026-01-20,704.62
755,61530,2026-01-26,814.17
756,84666,2026-05-16,597.88
757,31922,2025-05-06,915.26
758,33308,2025-12-22,118.28
759,27356,2025-11-24,255.75
760,4836,2026-03-13,668.05
761,20160,2026-02-06,174.68
762,47606,2026-04-08,616.55
763,38089,2026-05-03,567.59
764,78753,2026-02-13,648.58
765,55285,2025-06-21,650.28
766,57044,2025-12-01,967.14
767,35548,2024-08-21,338.28
768,97008,2025-03-27,798.27
769,82845,2026-04-03,114.89
770,27533,2025-11-15,107.62
771,34350,2026-05-15,229.78
772,45446,2025-06-28,749.38
773,5714,2024-10-08,562.41
774,56179,2026-05-20,690.79
775,49408,2026-03-28,228.82
776,70341,2026-05-01,380.38
777,50991,2024-12-30,468.43
778,75673,2025-11-09,682.76
779,65546,2025-08-22,693.53
780,84792,2026-03-07,159.24
781,58142,2024-09-15,997.73
782,23794,2025-05-14,487.94
783,56571,2024-07-28,302.48
784,95085,2024-07-02,921.34
785,37893,2025-01-04,95.0
786,1016,2025-01-30,833.0
787,61814,2026-01-29,732.85
788,27713,2025-03-17,354.85
789,8416,2025-06-08,349.64
790,62293,2024-11-26,786.43
791,23834,2025-02-11,525.9
792,4159,2025-01-24,354.82
793,62681,2025-10-12,106.65
794,20310,2026-03-02,724.77
795,6971,2025-06-17,457.92
796,72475,2025-11-11,76.5
797,86705,2026-03-27,54.24
798,46541,2026-04-18,713.67
799,20385,2024-11-14,32.36
800,18018,2024-10-29,349.65
801,75881,2024-08-24,118.27
802,8703,2024-08-06,802.05
803,385,2026-05-21,930.62
804,405,2026-01-31,743.08
805,40944,2026-05-06,520.83
806,47927,2026-03-25,556.39
807,29190,2025-10-06,337.68
808,12764,2025-06-21,432.11
809,18385,2025-06-22,467.43
810,60101,2025-07-22,799.78
811,98143,2024-12-29,633.46
812,9861,2025-12-26,194.52
813,80643,2025-12-03,660.73
814,50613,2025-06-11,401.63
815,23575,2025-08-23,740.01
816,23525,2025-12-01,884.27
817,69173,2026-01-13,455.08
818,10917,2024-12-24,435.26
819,4810,2025-12-12,14.41
820,32202,2024-11-29,222.65
821,53331,2024-07-14,285.56
822,13457,2025-02-11,706.72
823,56398,2024-11-11,798.05
824,38766,2024-06-14,581.57
825,34817,2024-10-02,801.51
826,45107,2025-04-14,541.52
827,53933,2025-10-11,372.14
828,17101,2025-12-01,205.1
829,57092,2024-05-27,122.82
830,21950,2025-04-19,673.99
831,70081,2025-10-17,494.59
832,37745,2025-07-01,966.26
833,45544,2024-12-24,320.27
834,92194,2026-03-25,394.75
835,36188,2024-05-26,398.62
836,7240,2024-06-29,123.09
837,14490,2026-01-07,358.47
838,58018,2026-04-25,463.28
839,61878,2026-05-03,180.8
840,43126,2024-12-05,676.85
841,49923,2025-10-16,802.61
842,94075,2024-12-09,919.5
843,32050,2025-08-23,594.27
844,37132,2025-07-21,675.39
845,42945,2026-01-08,320.05
846,73964,2025-05-25,246.19
847,24286,2025-02-23,125.78
848,37627,2024-05-28,379.57
849,42809,2026-03-24,149.94
850,88465,2024-09-24,394.58
851,53872,2024-10-06,600.46
852,19199,2025-08-19,579.06
853,19759,2026-02-08,428.81
854,15255,2025-05-14,491.8
855,44239,2026-02-18,542.01
856,1253,2025-11-30,919.97
857,39765,2025-05-22,931.39
858,77710,2025-06-14,181.5
859,37442,2025-08-21,175.2
860,92235,2026-01-02,295.95
861,53683,2026-03-17,195.23
862,59495,2024-10-08,843.57
863,81318,2026-04-09,623.22
864,65216,2024-06-22,866.87
865,78588,2026-04-08,952.32
866,6950,2025-09-08,489.76
867,55394,2024-08-18,203.18
868,73554,2025-07-27,390.1
869,6942,2025-04-24,565.97
870,25935,2025-07-31,656.54
871,23387,2024-07-25,415.04
872,61887,2025-02-02,496.81
873,75746,2026-04-07,713.04
